,year,navarea_i,navarea_ii,navarea_iii,navarea_iv,navarea_ix,navarea_v,navarea_vi,navarea_vii,navarea_viii,navarea_x,navarea_xi,navarea_xii,navarea_xiii,navarea_xiv,navarea_xv,navarea_xvi,poverty_percentage,attacks,math_benchmark_percent,reading_benchmark_percent,sea_law_adoption,R&D_proportion_of_GDP,full_time_researchers_per_million,high_risk
1754,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.6,40,26.18298,48.55411,0.0,0.27111,57.3604,1
1755,2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.2,19,0.0,0.0,57.0,0.3799,350.66109,1
1756,2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.2,19,0.0,0.0,100.0,0.3799,350.66109,1
1759,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,35.0,49.0,90.0,25.0,10.0,1
1760,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,35.0,49.0,100.0,25.0,10.0,1
1761,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,621,24.30606,44.75408,0.0,0.0847,89.4684,1
1762,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,621,24.30606,44.75408,0.0,0.0847,89.4684,1
1763,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,621,24.30606,44.75408,0.0,0.0847,89.4684,1
1764,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,621,24.30606,44.75408,0.0,0.0847,89.4684,1
1765,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,621,24.30606,44.75408,0.0,0.0847,89.4684,1
1766,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,621,24.30606,44.75408,0.0,0.0847,89.4684,1
1767,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,621,24.30606,44.75408,0.0,0.0847,89.4684,1
1768,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,621,24.30606,44.75408,0.0,0.0847,89.4684,1
1769,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,4,0.0,0.0,37.0,25.0,10.0,0
1770,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,4,0.0,0.0,67.0,25.0,10.0,0
1771,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69.7,11,0.0,0.0,0.0,0.38695,38.77089,0
1772,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,35.0,49.0,90.0,25.0,10.0,1
1773,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,35.0,49.0,100.0,25.0,10.0,1
1774,2012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.7,21,31.70972,49.22901,0.0,1.12684,788.48979,1
1776,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,33,0.0,0.0,0.0,25.0,32.5349,1
1777,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.5,621,24.30606,44.75408,0.0,0.08332,89.4684,1
1778,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.4,94,14.15759,0.0,70.0,0.11222,84.10554,1
1779,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.4,94,14.15759,0.0,100.0,0.11222,84.10554,1
1781,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.5,621,24.30606,44.75408,0.0,0.08332,89.4684,1
1784,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,12,4.84779,0.0,0.0,0.37655,37.95861,0
1786,2012,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.4,73,0.0,0.0,0.0,25.0,10.0,1
1787,2012,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.4,73,0.0,0.0,0.0,25.0,10.0,1
1789,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.5,621,24.30606,44.75408,0.0,0.08332,89.4684,1
1791,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.5,71,0.0,0.0,0.0,0.74399,156.21967,1
1792,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.5,621,24.30606,44.75408,0.0,0.08332,89.4684,1
1793,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.5,621,24.30606,44.75408,0.0,0.08332,89.4684,1
1794,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.5,621,24.30606,44.75408,0.0,0.08332,89.4684,1
1796,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,33,0.0,0.0,0.0,25.0,32.5349,1
1797,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.5,621,24.30606,44.75408,0.0,0.08332,89.4684,1
1798,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8,15,0.0,0.0,0.0,25.0,10.0,1
1799,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,0.0,0.0,90.0,25.0,10.0,1
1800,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,0.0,0.0,100.0,25.0,10.0,1
1801,2012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.5,20,0.0,0.0,0.0,25.0,10.0,1
1804,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,33,0.0,0.0,0.0,25.0,32.5349,1
1806,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
1807,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,621,24.30606,44.75408,0.0,0.0847,89.4684,1
1808,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,621,24.30606,44.75408,0.0,0.0847,89.4684,1
1809,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.7,74,85.75126,90.58469,0.0,0.37359,679.46269,1
1810,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,25,21.10257,0.0,0.0,0.63895,539.02144,1
1811,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.7,74,85.75126,90.58469,0.0,0.37359,679.46269,1
1812,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,35.0,49.0,90.0,25.0,10.0,1
1813,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,35.0,49.0,100.0,25.0,10.0,1
1815,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,35.0,49.0,90.0,25.0,10.0,1
1816,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,35.0,49.0,100.0,25.0,10.0,1
1817,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,621,24.30606,44.75408,0.0,0.0847,89.4684,1
1819,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,621,24.30606,44.75408,0.0,0.0847,89.4684,1
1820,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.2,10,0.0,0.0,0.0,25.0,10.0,0
1821,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,12,0.0,0.0,65.0,25.0,10.0,0
1822,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,12,0.0,0.0,67.0,25.0,10.0,0
1823,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
1824,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.5,71,0.0,0.0,0.0,0.70642,156.21967,1
1825,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,621,24.30606,44.75408,0.0,0.0847,89.4684,1
1826,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.5,71,0.0,0.0,0.0,0.70642,156.21967,1
1827,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,621,24.30606,44.75408,0.0,0.0847,89.4684,1
1828,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,621,24.30606,44.75408,0.0,0.0847,89.4684,1
1829,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.5,621,24.30606,44.75408,0.0,0.08332,89.4684,1
1833,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.7,74,85.75126,90.58469,0.0,0.19044,114.40569,1
1836,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
1839,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.5,621,24.30606,44.75408,0.0,0.08332,89.4684,1
1840,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.5,621,24.30606,44.75408,0.0,0.08332,89.4684,1
1841,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.5,621,24.30606,44.75408,0.0,0.08332,89.4684,1
1842,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.5,621,24.30606,44.75408,0.0,0.08332,89.4684,1
1843,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.5,621,24.30606,44.75408,0.0,0.08332,89.4684,1
1844,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,98,48.24566,47.27839,60.0,1.09269,1790.69463,1
1845,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,98,48.24566,47.27839,67.0,1.09269,1790.69463,1
1846,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.5,621,24.30606,44.75408,0.0,0.08332,89.4684,1
1847,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.5,621,24.30606,44.75408,0.0,0.08332,89.4684,1
1848,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.5,621,24.30606,44.75408,0.0,0.08332,89.4684,1
1850,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4,17,0.0,0.0,0.0,25.0,69.13831,1
1851,2012,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5,25,21.10257,0.0,0.0,0.50899,517.14349,1
1852,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,25,21.10257,0.0,0.0,0.50899,517.14349,1
1854,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,621,24.30606,44.75408,0.0,0.0847,89.4684,1
1857,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,621,24.30606,44.75408,0.0,0.0847,89.4684,1
1858,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,621,24.30606,44.75408,0.0,0.0847,89.4684,1
1860,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,621,24.30606,44.75408,0.0,0.0847,89.4684,1
1863,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,621,24.30606,44.75408,0.0,0.0847,89.4684,1
1868,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.5,71,0.0,0.0,0.0,0.70642,156.21967,1
1870,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25.0,17,92.47683,90.1335,0.0,1.92335,6603.11177,1
1872,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,621,24.30606,44.75408,0.0,0.0847,89.4684,1
1873,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,621,24.30606,44.75408,0.0,0.0847,89.4684,1
1875,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.5,71,0.0,0.0,0.0,0.70642,156.21967,1
1876,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.3,621,24.30606,44.75408,0.0,0.0847,89.4684,1
1878,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.8,621,31.35022,44.62185,0.0,0.0847,89.4684,1
1879,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,70.0,0.15683,105.68078,1
1880,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1,94,14.15759,0.0,100.0,0.15683,105.68078,1
1881,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.8,621,31.35022,44.62185,0.0,0.0847,89.4684,1
1883,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.8,621,31.35022,44.62185,0.0,0.0847,89.4684,1
1884,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.6,40,33.71327,57.16047,50.0,0.28975,69.54869,1
1885,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.6,40,33.71327,57.16047,0.0,0.28975,69.54869,1
1886,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8,17,0.0,0.0,0.0,25.0,69.13831,1
1887,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25.0,19,0.0,0.0,0.0,25.0,10.0,1
1888,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.6,74,80.89702,86.15665,0.0,0.44113,678.56047,1
1889,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.6,74,80.89702,86.15665,0.0,0.44113,678.56047,1
1890,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,57.0,54.0,90.0,25.0,10.0,1
1891,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.2,105,57.0,54.0,100.0,25.0,10.0,1
1892,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.5,71,0.0,0.0,0.0,0.6931,216.00083,1
1893,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.8,621,31.35022,44.62185,0.0,0.0847,89.4684,1
1894,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.2,21,29.74863,49.00791,0.0,1.34264,887.67844,1
1895,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.6,40,33.71327,57.16047,50.0,0.28975,69.54869,1
1896,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.6,40,33.71327,57.16047,0.0,0.28975,69.54869,1
1898,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,33,0.0,0.0,0.0,25.0,32.5349,1
1900,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.5,71,0.0,0.0,0.0,0.6931,216.00083,1
1901,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.8,621,31.35022,44.62185,0.0,0.0847,89.4684,1
1902,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.5,71,0.0,0.0,0.0,0.6931,216.00083,1
1903,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.6,74,80.89702,86.15665,0.0,0.44113,678.56047,1
1904,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7,30,78.9,0.0,95.0,2.05701,1150.81931,1
1905,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7,30,78.9,0.0,100.0,2.05701,1150.81931,1
1906,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.8,621,31.35022,44.62185,0.0,0.0847,89.4684,1
1908,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7,30,78.9,0.0,95.0,2.05701,1150.81931,1
1909,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7,30,78.9,0.0,100.0,2.05701,1150.81931,1
1910,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.6,74,80.89702,86.15665,0.0,0.44113,678.56047,1
1911,2016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38.0,7,0.0,0.0,0.0,0.03158,35.48821,0
1912,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.3,105,57.0,54.0,90.0,25.0,10.0,1
1913,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.3,105,57.0,54.0,100.0,25.0,10.0,1
1914,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,621,31.35022,44.62185,0.0,0.24535,178.87539,1
1915,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.1,21,0.0,0.0,0.0,25.0,10.0,1
1917,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.5,71,0.0,0.0,0.0,0.66984,216.00083,1
1918,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.3,105,57.0,54.0,90.0,25.0,10.0,1
1919,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.3,105,57.0,54.0,100.0,25.0,10.0,1
1920,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.2,621,31.35022,44.62185,0.0,0.24535,178.87539,1
1921,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,4,14.05927,0.0,0.0,0.71454,1073.54029,0
1922,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.7,43,0.0,0.0,0.0,0.33713,300.25538,1
1923,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.8,74,80.89702,86.15665,0.0,0.44113,678.56047,1
1925,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,98,48.24566,47.27839,60.0,1.41517,2396.53998,1
1926,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,98,48.24566,47.27839,67.0,1.41517,2396.53998,1
1927,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,98,48.24566,47.27839,60.0,1.41517,2396.53998,1
1928,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,98,48.24566,47.27839,67.0,1.41517,2396.53998,1
1929,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.5,20,0.0,0.0,0.0,25.0,10.0,1
1930,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.4,94,14.15759,0.0,70.0,0.13207,186.91776,1
1931,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.4,94,14.15759,0.0,100.0,0.13207,186.91776,1
1933,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,4,0.0,0.0,37.0,25.0,10.0,0
1934,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,4,0.0,0.0,67.0,25.0,10.0,0
1935,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,5,46.81377,55.19441,0.0,0.08172,10.0,0
1936,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
1938,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.2,621,24.30606,44.75408,0.0,0.0847,89.4684,1
1940,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
1941,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,130,0.0,0.0,0.0,0.13223,38.78981,1
1943,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,98,48.24566,47.27839,60.0,1.26275,2054.16733,1
1944,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,98,48.24566,47.27839,67.0,1.26275,2054.16733,1
