,index,X,Y,subreg,hostility_d,victim_d,description,hostilitytype_l,victim_l,navarea,year,month,day
6265,6280,98.76666669961392,3.78333330021133,71,robbers,chemical tanker,"indonesia: on 22 october, an anchored chemical tanker was boarded at position 03-47n 098-46e, belawan anchorage. duty crew on routine rounds notice the mid-ship storeroom lock broken and ship stores stolen. port authorities were informed. robbers escaped unnoticed.",pirate_assaults,tanker,xi,2013,10,22
6266,6281,117.549999999965,-0.23333329999042002,72,robbers,bulk carrier,"indonesia: on 19 october, six robbers armed with long knives boarded an anchored bulk carrier via the anchor chain at position 00-14s 117-33e, muara berau anchorage. the robbers took hostage two duty watchmen, tied them up, and stole their personal belongings. after 45 minutes, the duty officer on routine deck rounds noticed the robbers and raised the alarm. seeing the crew alertness the robbers escaped with stolen ship's stores.",pirate_assaults,cargo_ship,xi,2013,10,19
6267,6282,112.663333300279,-7.10833330010036,72,pirates,cargo ship,"indonesia:  general cargo ship boarded on 10 february while anchored at position  07-06 s 112-39 e, gresik port inner anchorage. the robbers managed to steal ship's stores and escaped unnoticed. incident reported to port authorities. (imb)",pirate_assaults,cargo_ship,xi,2012,02,10
6268,6283,61.5333333000555,18.733333299930397,62,pirates,container ship,"arabian sea, southeast of masirah island:  c/o onboard a container ship underway noticed two suspicious boats in the vicinity. he informed the master and started tracking the boats. it was observed that a red hull fishing vessel and a white skiff were chasing the ship. the skiff was observed to be doing around 19 knots. alarm raised and anti-piracy measures taken by master and crew. as ship's speed was greater than the skiff the distance between them increased and the skiff slowed down and stopped after 45 minutes.",pirate_assaults,cargo_ship,ix,2012,02,09
6269,6284,3.45000000014215,5.18333330007675,57,pirates,cargo ship,"nigeria:  general cargo ship fired upon 11 february while underway near position 05-11 n 003-27 e, approximately 74 nm south of lagos fairway buoy. bridge crew noticed  two boats approaching from astern. as the boats closed the cargo ship, they fired upon the vessel. master raised alarm and crew mustered in a safe area. the boats chased the vessel for 25 minutes before aborting and moving away. all crew are safe. the ship sustained minor damage from gunshots. (imb)",pirate_assaults,cargo_ship,ii,2012,02,11
6270,6285,3.7333333003446096,4.71666670030453,57,pirates,bulk carrier,"nigeria:  bulk carrier boarded on 13 february while adrift while awaiting berthinginstructions near position 04-43 n 003-44 e, approximately 110 nm south of lagos. the pirates took the chief cook hostage and forced him to take them to master's cabin. they fired 20 shots to force open master's cabin door. pirates fired two shots at master, killing him, then removed ship's safe from the cabin. the pirates then tried to enter chief engineer's cabin. during this the chief engineer attempted to escape through cabin porthole window by using two bed sheets tied together to climb down from the porthole. during this attempt, he fell and, as a result of serious injuries, he died. the pirates managed to escape in a waiting boat. a french warship that was in the area heard the broadcast for assistance and went to the aid of the vessel. a boarding team boarded the vessel and the warship escorted the cargo ship to lagos port. on arrival at the inner anchorage, lagos port the authorities boarded the vessel and provided medical assistance to the crew. later all 18 crewmembers and the bodies of the master and chief engineer were taken ashore. the authorities are investigating the case. (imb)",pirate_assaults,cargo_ship,ii,2012,02,13
6271,6286,107.23333329964501,20.6666667000559,93,pirates,bulk carrier,"vietnam:    bulk carrier at anchor boarded on 12 february while anchored at position  20-40 n 107-14 e, cailan outer anchorage. a gang of seven robbers boarded using a hook and a rope. duty crewman noticed the robbers and informed bridge who raised the alarm. all crew mustered. the robbers threatened the duty the duty crewman with knives, then broke the forepeak stores locker open and stole ship's stores. crewmembers tried to stop the robbers but they threw knives, sticks and iron rods at the crew and started lowering the stolen stores into their boat. the master stopped the crew from confronting the robbers as some of them were armed with pistols. the robbers escaped with the stolen stores in a small motor boat. master attempted to contact the port control but received no response. (imb)",pirate_assaults,cargo_ship,xi,2012,02,12
6272,6287,62.4333333003544,15.999999999963501,62,pirates,bulk carrier,arabian sea:  pirates attacked and hijacked a bulk carrier underway. pirates sailed the vessel towards somalia coast. awaiting further details.,pirate_assaults,cargo_ship,ix,2012,02,07
6273,6288,76.0333333000747,9.949999999902671,63,pirates,tanker,"india:  tanker experienced an attempted boarding on 15 february while anchored at position  09-57 n 076-02 e, 2.5 nm south of spm cochin anchorage. approximately 20  robbers in two boats approached the tanker and attempted to board. the lookout crew noticed the robbers, raised the alarm, and mustered the crew. the robbers aborted the attack upon seeing the crew alertness and moved away. (imb)",pirate_assaults,tanker,viii,2012,02,15
6274,6289,3.33333329961221,6.299999999739669,57,pirates,chemical tanker,"lagos anchorage, nigeria:  oow on board an anchored chemical tanker noticed two heavily armed pirates on deck and raised the alarm. master contacted the navy on vhf ch 16 but received no response. non-essential crew locked themselves in a safe location. the pirates made their way to the bridge, fired warning shots and gained entry into the bridge. they assaulted the master and stole his personal effects. in the meantime another 10 pirates arrived and ordered the master to heave up anchor and chief engineer to start engines. the pirates were very aggressive and highly agitated and forced all crew members to lie down on the bridge floor. under the pirates command, the vessel sailed to a location approximately 80-100 miles south of lagos. the crew were foreced to prepare the vessel for lighting operations. on 20 january, all crew members were locked in the smoke room and the lighting commenced. none of the crew members were able to see the lighting ship. on 21 january, the pirates disembarked at position 06-04n 004-28e after stealing crew cash and personal effects and ship's cash. the master returned to lagos anchorage where authorities boarded for investigation. no injuries to crew but vessel sustained damage during lighting operations.",pirate_assaults,tanker,ii,2012,02,16
6275,6290,64.0333332996867,-5.483333300385031,61,pirates,chemical tanker,"indian ocean:  chemical tanker attacked on 18 february while underway near position  05-29s 064-02e, approximately 500 nm east of the seychelles. one skiff noted approaching ship from 2 nm. as the skiff closed to a half nautical mile, it stopped and five to six pirates with rpgs and automatic weapons were seen by bridge crew. the onboard armed security team fired warning shots; pirates aboard the skiff returned fire with automatic weapons then moved away. (imb)",pirate_assaults,tanker,viii,2012,02,18
6276,6291,55.433333300128005,15.749999999730502,62,pirates,dhow,oman: dhow attacked on 24 september near 15-45 n 055-26e. an unknown number of pirates attempted a failed hijacking on the dhow.,pirate_assaults,sailing_vessel,ix,2012,09,24
6277,6292,104.016666700009,1.01666670027481,71,pirates,tug/barge,"indonesia: towed barge boarded on 25 september at 01-01n 104-01e, 6.8 nm northwest of bintan island. officers on watch aboard the tug noticed two robbers had boarded the barge. the alarm was raised, ssas was activated, and a distress call was sent on vhf. singapore port control was notified and the crew was mustered. a police boat later arrived on scene but they could not find any boats in the vicinity. the police boat escorted the vessel for a few minutes and then departed the area.",pirate_assaults,tugboat,xi,2012,09,25
6278,6293,103.06666669984301,1.01666670027481,71,pirates,tanker,"indonesia: tanker attempted to be boarded on 24 september at 01-01n 103-04e, at the nipah anchorage. two robbers attempted to board the anchored vessel from the port quarter. an alert crew member noticed the robbers and raised the alarm, and the crew was mustered. upon hearing the alarm, the robbers aborted the attempted boarding and escaped.  local authorities were informed of the incident.",pirate_assaults,tanker,xi,2012,09,24
6279,6294,103.08333329991501,1.14999999997781,71,pirates,tanker,"indonesia: tanker hijacked on 22 september at 01-15n 103-09e, in the vicinity of tanjung piai. six pirates boarded and robbed the vessel armed with machetes and a gun. the pirates tied up 16 crew members and escaped with cash, laptops, mobile phones and personal belongings as a coast guard patrol craft approached the vessel.",pirate_assaults,tanker,xi,2012,09,22
6280,6295,103.08333329991501,1.14999999997781,71,pirates,tanker,malaysia: tanker engaged in ship-to-ship transfer operations was boarded by six robbers in a speed boat armed with a gun and long knives. crewmembers were taken hostage. the robbers escaped in their speed boat after having stolen personal belongings and cash.,pirate_assaults,tanker,xi,2012,09,14
6281,6296,103.08333329991501,1.13333330008066,71,pirates,tanker,"indonesia: tanker hijacked on 13 september at 01-14n 103-09e, off tanjung piai. six pirates hijacked the vessel in an attempt to transfer bunker fuel to a second vessel. robbers tied up the crew and escaped with cell phones and laptops as a coast guard patrol craft approached the vessel.",pirate_assaults,tanker,xi,2012,09,13
6282,6297,103.810000000258,1.82000000017035,71,pirates,tanker,"indonesia: tanker boarded on 8 september at 01-49.2n 103-48.6e, 5 nm se of tanjung piai, johor.  an unknown number of robbers boarded the anchored vessel during heavy rain squalls and stole ship's property items and escaped unnoticed. the theft was later discovered by the duty crew after the heavy weather cleared.",pirate_assaults,tanker,xi,2012,09,08
6283,6298,98.76666669961392,3.9166666997391,71,pirates,chemical tanker,"indonesia: three robbers armed with knives boarded an anchored chemical tanker at forecastle.  they held the duty a/b at knifepoint, tied him up, and stole ship's stores.  duty officer raised the alarm upon sighting the robbers and mustered the crew. seeing the crew's alertness, the robbers escaped in their fishing boat with the stolen stores. port control informed of the incident.",pirate_assaults,tanker,xi,2012,09,29
6284,6299,106.916666700372,-6.03333329981825,71,pirates,container ship,"indonesia: while at anchor, six robbers in an unlit boat boarded a container ship using a grappling hook and rope. they broke into the safety store and the deck store and stole equipment and ship's properties. alarm raised and crew mustered. the robbers escaped in their boat with the stolen items.",pirate_assaults,cargo_ship,xi,2012,09,16
6285,6300,104.17500000009501,1.10666670039467,71,pirates,merchant vessel,"indonesia: during security rounds in the accommodation area, duty watchman noticed an unknown person on the main deck and notified the duty officer, who raised the alarm. upon hearing the alarm, the robbers escaped in a small timber boat. the crew was mustered and conducted a search of the vessel. upon investigation it was found that the vessel's properties were stolen.",pirate_assaults,merchant_vessel,xi,2012,08,17
6286,6301,103.79999999974501,9.68333329977258,93,pirates,barge,indonesia: barge boarded on 6 september in straits of malacca at 09-41n 103-48e. an unknown number of robbers boarded the barge while being towed by the tug lady cynthia. an internal door on the port side was forced open and the robbers escaped with 40 cans of paint and ship's stores.,pirate_assaults,barge,xi,2012,09,06
6287,6302,-4.06138889961591,5.20944440023646,57,pirates,merchant vessel,gulf of guinea: vessel orfeas possibly hijacked on 6 october at 05-12.56n 004-03.68w.,pirate_assaults,merchant_vessel,ii,2012,10,06
6288,6303,32.5499999999141,29.8166666999471,62,robbers,container vessel,"egypt: container vessel boarded on 10 october near 29-27n 14-32e, at suez anchorage. four robbers boarded the anchored vessel via a hawse pipe. they broke into a container and stole contents while the duty crew were tending to the suez canal mooring boat. when a duty crew member returned to the forecastle, he noticed two robbers escaping to a small unlit boat near the anchor chain. port authorities informed. all crew safe.",pirate_assaults,cargo_ship,ix,2012,10,05
6289,6304,29.7666667000804,31.1833333000183,56,pirates,bulk carrier,"egypt: bulk carrier boarded on 15 september near 31-11n 29-46e, alexandria. an unknown number of robbers boarded the vessel while at anchor. crewmember discovered and confronted the robbers and sounded the alarm. upon seeing the crewmembers  approaching, the robbers fled the vessel but were able to steal a life raft. alexandria port officials were notified of the incident.",pirate_assaults,cargo_ship,iii,2012,09,15
6290,6305,1.4166667001078999,4.80000000014081,57,pirates,tanker,"togo: tanker hijacked on 4 october near 04-48n 001-25e. twelve armed robbers boarded the vessel while at anchor. the 14 crewmembers were held captive under threats of harm, while the attackers transferred the ship's fuel to a waiting bunker barge. afterwards, the robbers raided the rest of the vessel, locking the crew in the master's cabin and stealing their personal belongings. there were only a few minor injuries among the crew. the vessel was released on 5 october.",pirate_assaults,tanker,ii,2012,10,04
6291,6306,117.249999999865,-1.13333330028934,72,robbers,bulk carrier theometor,"indonesia: on 28 march, the anchored bulk carrier theometor was boarded at 01-08s 117-15e, at the muara jawa anchorage, samarinda. a/b on routine security rounds on board the ship noticed robbers near the bosun store trying to remove mooring ropes. they pointed a gun at the a/b who took cover and informed the d/o. the robbers managed to lower the rope into a waiting boat and escaped. coast guard and port control were informed.",pirate_assaults,cargo_ship,xi,2013,03,28
6292,6307,4.949999999741009,3.8000000001084704,57,pirates,container ship city of guangzhou,"nigeria: on 26 april, the underway container ship city of guangzhou experienced an attempted boarding at 03-48n 004-57e, approximately 83 nm west-southwest of brass. pirates in a boat attempted to attack a container ship underway. master raised alarm,  switched off all ship¿s lights, altered course and increased speed. the boat chased the ship for one hour and aborted the attempted attack.",pirate_assaults,cargo_ship,ii,2013,04,26
6293,6308,5.500000000073559,4.16666669997198,57,pirates,container ship city of xiamen,"nigeria: on 25 april, the underway container ship city of xiamen was boarded at 04-10n 005-30e, approximately 45 nm west-southwest of brass. heavily armed pirates boarded underway ship. the ship raised the alarm and the crew took shelter in the citadel. the  pirates were able to breach the citadel and kidnapped five crewmembers before departing the vessel. the remaining crews were reported safe.",pirate_assaults,cargo_ship,ii,2013,04,25
6294,6309,98.69999999985001,3.78333330021133,71,robbers,cargo ship kohinoor,"indonesia: on 30 april, a berthed cargo ship kohinoor was boarded at 03-47n  098-42e, at the belawan port. robbers boarded a berthed general cargo ship while crews were involved with customs and immigration and getting the ship ready to discharge. duty ab noticed the robbers at the poop deck and immediately report to the do who raised alarm. on seeing alerted crew the robbers escaped with stolen ship stores.",pirate_assaults,cargo_ship,xi,2013,04,30
6295,6310,98.69999999985001,3.78333330021133,71,robbers,tanker fairchem maverick,"indonesia: on 27 april, the berthed tanker fairchem maverick was boarded in the vicinity of 03-47n 098-42e, at the belawan port. two robbers in a boat approached and boarded the berthed tanker and broke into the tank cleaning gear locker and stole the ship's property. duty crew noticed the robbers, raised the alarm and ran towards the robbers. on hearing the alarm, the robbers jumped overboard and escaped with the stolen items in their boat. incident reported to the local agents.",pirate_assaults,tanker,xi,2013,04,27
6296,6311,5.500000000073559,4.16666669997198,57,pirates,tug,"indonesia: on 24 april, the underway tug was boarded at 04-10n  005-30e, approximately 53 nm north-northeast of bintan island. fifteen pirates armed with guns and long knives in three high speed boats boarded a tug underway. they took hostage nine crew members, assaulted some of the crew and tied them up. they ransacked all cabins, stole vessel's  properties, crew member's cash and personal belongings and escaped.",pirate_assaults,tugboat,ii,2013,04,24
6297,6312,101.499999999581,1.68333330041321,71,robbers,tanker singapore river,"indonesia: on 19 april, the anchored tanker singapore river was boarded at 01-41n 101-30e, at the dumai inner anchorage. four robbers armed with knives boarded the anchored tanker from the poop deck and caught and tied up the duty a/b at knife-point. they tried but failed to enter the engine room. they also failed to open the hatch on the poop deck. they eventually escaped with stolen personal items and the ship's property.",pirate_assaults,tanker,xi,2013,04,19
6298,6313,5.675000000056679,3.85500000023166,57,pirates,vessel,gulf of guinea: possibly hijacked in 03-51.3n 005-40.5e at 242245z apr.  vessels are advised to keep clear of this position and to exercise extreme caution.,pirate_assaults,vessel,ii,2013,04,24
6299,6314,5.13333330021004,3.7666667001388996,57,pirates,container ship,"gulf of guinea: on 26 april 2013 at 1830 utc, a container ship was attacked by armed pirates around the vicinity of position 03-46n 005-08e, off nigerian coast.  the vessel increased speed and managed to evade the attack.  pirates may still be in the area and if possible ships should keep clear of this area.",pirate_assaults,cargo_ship,ii,2013,04,26
6300,6315,105.38333330008001,1.5999999996776102,71,pirates,tug,"south china sea: 232030z april, 01-36n 105-23e.  15 pirates armed with guns and long knives in three high speed boats boarded a tug underway.  they took hostage nine crew members, assaulted some of the crew and tied them up.  they ransacked all cabins, stole vessel's properties, crew members cash and personal belongings and escaped.  vessels requested to be caution advised.",pirate_assaults,tugboat,xi,2013,04,23
6301,6316,48.4999999996655,13.6666666998295,62,suspicious craft,tanker,"gulf of aden: on 5 may, an underway tanker experienced an attempted boarding at 13-40n  048-30e, approximately 63 nm south-southwest of al mukalla, yemen. four high speed skiffs, with three persons in each skiff, approached the tanker in groups of two, from its starboard side. two skiffs closed within a distance of 200 meters from the tanker and the armed  security team fired warning shots, resulting in the skiffs aborting their attempt.",suspicious_approach,tanker,ix,2013,05,05
6302,6317,1.43666670023447,5.6833332996432695,57,pirates,merchant vessel,"gulf of guinea: on 06 may 2013, at 0010 utc, a merchant vessel was attacked by pirates around the vicinity of position 05-41.0n 001-26.2e.  all crew are in the citadel and togo navy armed personnel onboard still monitoring the situation.  pirates may still be in the area and if possible ships should keep clear of this areaa.  ships are advised to maintain strict anti piracy measures.  vessels are advised to monitor the imb prc satellite broadcast warnings via inmarsat c egc safety net and report all attacks and suspicious sightings to the imb piracy reporting center.",pirate_assaults,merchant_vessel,ii,2013,05,06
6303,6318,6.68333329967561,3.81666670000567,57,pirates,cargo ship frio athens,"nigeria: on 4 may, the underway cargo ship frio athens was fired upon at 03-49n 006-41e, approximately 33 nm southwest of bonny. six to eight pirates in a speed boat chased and fired upon an underway refrigerated cargo ship. the vessel enforced anti-piracy measures and managed to move away. all crew was safe, but the ship sustained minor damage due to the firing.",pirate_assaults,cargo_ship,ii,2013,05,04
6304,6319,104.566666700341,1.4166667001078999,71,robbers,tanker,"indonesia: on 19 october, three robbers boarded an anchored tanker at position 01-25n 104-34e, 11 nm north of tanjung berakit, pulau bintann. duty crew noticed the robbers in the engine room, raised the alarm and mustered the crew. upon hearing the alarm, the robbers  escaped empty handed in their boat. maritime and port authority of singapore informed.",pirate_assaults,tanker,xi,2013,10,19
6305,6320,70.0833332997474,22.816666699720802,63,robbers,chemical tanker,"india: on 30 october, an underway chemical tanker experienced a boarding near position 22-49n 70-05e, approximately 2.5 nm sw of outer tuna buoy, kandla anchorage.  during routine rounds, duty crewman noticed two robbers boarding the vessel near the amidships storeroom. he immediately informed the duty officer who raised the alarm and mustered the crew. upon seeing the crew response, the robbers fled the scene with stolen ship stores. a total of five robbers were seen escaping on the boat. kandla port authority relayed incident information to local coast guard office.",pirate_assaults,tanker,viii,2013,10,30
6306,6321,91.63333329985979,21.8333332997609,63,robbers,container ship,"bangladesh: on 28 october, an anchored container ship experienced a boarding at position 21-50n 091-38e, chittagong anchorage. duty crewman noticed five to six robbers at the poop deck while conducting routine rounds. he immediately informed bridge and the alarm  was raised. upon hearing the alarm, the robbers jumped overboard and escaped with ship's stores in their unlit boat.",pirate_assaults,cargo_ship,viii,2013,10,28
6307,6322,104.399999999944,1.35000000034404,71,robbers,asphalt tanker,"singapore strait: on 30 october, an underway asphalt tanker experienced a boarding near position 01-21n  104-24e, near the horsburgh lighthouse. five robbers armed with guns and long knives boarded the ship unnoticed. they took hostage the watch officer and duty crewman and tied their hands. the robbers took the watch officer to his cabin and stole personal belongings and cash and then stole belongings from four other crew cabins before escaping.",pirate_assaults,tanker,xi,2013,10,30
6308,6323,103.916666700275,3.6666667004054703,93,suspicious craft,chemical tanker,"malaysia: on 26 october, an underway chemical tanker experienced an attempted boarding near position 03-40n 103-55e, approximately 35 nm ese of kuantan port. two speed boats approached and tried to come alongside the ship while underway. duty officer raised alarm and the crew mustered. master activated the ssas, switched on all the deck lights and altered course away from land. seeing the crew response, the boats aborted the boarding and moved away.",suspicious_approach,tanker,xi,2013,10,26
6309,6324,98.7499999997167,3.9333332998114705,71,robbers,chemical tanker,"indonesia: on 27 october, an anchored chemical tanker experience a boarding near position 03-56n 098-45e, belawan outer anchorage. three skiffs approached the ship from the stern, forward and amidships. from the aft skiff, three robbers boarded the vessel and stole ship's properties. crew noticed the robbers and raised the alarm resulting in the robbers escaping. port authority was informed.",pirate_assaults,tanker,xi,2013,10,27
6310,6325,112.650000000436,-7.083333299717309,72,robbers,tanker,"indonesia: on 23 october, an anchored tanker experienced a boarding near position 07-05s 112-39e, gresik anchorage. two robbers in a small unlit boat approached and boarded the ship. alert crew on watch noticed the robbers near the forecastle, raised the alarm  and sounded the forward horn resulting in the robbers jumping overboard and escaping without stealing anything.",pirate_assaults,tanker,xi,2013,10,23
6311,6326,46.9833333001695,-5.666666699779509,61,pirates,merchant vessel,"indian ocean: on 6 november, a merchant vessel reported a pirate attack near position 05-40s  046-59e, approximately 450 nm east-southeast of mombasa, kenya. the ship reported being attacked by five heavily armed pirates in one skiff, with the pirates reportedly exchanging gunfire with the ships embarked security team. the alarm was raised as the attack started, and the ship increased speed, activated the fire pumps, and started evasive maneuvers. the pirates reportedly moved away from the ship after the embarked security team returned gunfire. additionally, the nato shipping centre posted a notice outlining an area of pirate attack group (pag) activity on its pirate activity map (pam).  the reported pag activity is located in an area of coastal somalia near hobyo and to the north of the 6 november pirate attack.",pirate_assaults,merchant_vessel,viii,2013,11,06
6312,6327,88.01666670039042,21.6666667000883,63,robbers,container ship,"india: on 2 november, an anchored container ship experienced a boarding near position 21-40n 088-01e, sagar anchorage. 15 armed robbers boarded the ship and were spotted by ship's duty officer, who raised the alarm. the robbers were stealing ship's stores and jumped overboard when the alarm was raised.",pirate_assaults,cargo_ship,viii,2013,11,02
6313,6328,98.76666669961392,3.8999999998418997,71,robbers,chemical tanker,"indonesia: on 4 november, an anchored chemical tanker experienced an attempted boarding near position 03-54n 098-46e, belawan anchorage. duty crew spotted one boat with robbers attempting to board the tanker via anchor chain but alert crew thwarted the boarding. a second boat was hidden near the propeller and the crew could not chase them away with fire hoses. the propeller was turned on resulting in the robbers moving away. the robbers  were spotted with some stolen hull anodes in their boat. port control informed of the incident.",pirate_assaults,tanker,xi,2013,11,04
6314,6329,48.6000000002982,-7.316666699877829,61,pirates,chemical tanker torm kansas,"indian ocean: on 11 november, the denmark-flagged chemical tanker torm kansas was attacked near position 07-19s 048-36e, approximately 180 nm northwest of providence island, seychelles. up to six armed pirates approached the tanker in a skiff. officer on watch raised the alarm and the armed security team on board fired flares followed by warning  shots. the skiff closed to a distance of 200 meters and fired upon the tanker. master increased speed, activated ssas, sent distress message, fire hoses activated and the non-essential crew mustered in the citadel. the onboard security team exchanged fire with the pirates resulting in the skiff aborting the attack.",pirate_assaults,tanker,viii,2013,11,11
6315,6330,104.26666670024099,1.26666669960844,71,robbers,bulk carrier,"singapore strait: on 18 march near position 01-16n 104-16e, three robbers boarded an underway bulk carrier. the duty crew noticed the robbers and informed the bridge. the alarm was raised and all of the crew mustered at the bridge. the master informed the vessel traffic information system (vtis) who then despatched a patrol boat to investigate. the robbers escaped when the patrol boat approached the vessel.",pirate_assaults,cargo_ship,xi,2015,03,18
6316,6331,119.21666669996,5.99999999964007,92,pirates,bulk carrier,"malaysia: on 20 march near position 06-00n 119-13e, persons in four speed boats approached a bulk carrier underway. the master raised the alarm, called the malaysian navy via vhf channel, increased speed and took evasive maneuvers. the crew mustered and activated anti-piracy preventive measures. the boats chased the ship for around 20 minutes and then moved away.",pirate_assaults,cargo_ship,xi,2015,03,20
6317,6332,103.966666700142,1.21666669974167,71,robbers,bulk carrier,"singapore strait: on 20 march near position 01-14n 103-58e, four robbers boarded a bulk carrier underway. the duty engineer spotted the robbers and informed the bridge. alarm was raised, the crew mustered and the master informed the vessel traffic information system. upon seeing the alerted crew the robbers escaped empty handed. singapore coast guard boarded the vessel for investigation. all crew were safe.",pirate_assaults,cargo_ship,xi,2015,03,20
6318,6333,8.033333299674268,4.23333329991112,57,pirates,supply vessel,"nigeria: on 19 march near position 04-14n 008-02e, around 19 nm south of kwa ibo, six pirates armed with rifles boarded a supply vessel. the master raised the alarm and sent an ssas alert. the crew mustered. two crew members were kidnapped and ship's properties were stolen. the nigerian navy dispatched a patrol boat to the location 15 minutes after the call. the remaining crew reported safe.",pirate_assaults,cargo_ship,ii,2015,03,19
6319,6334,103.56666670030899,1.11666670000824,71,robbers,container ship,"singapore strait: on 20 march near position 01-07n 103-34e, seven robbers with knives boarded an underway container ship. they robbed the 2nd engineer of his personal belongings, tied him up and escaped. the duty wiper on routine rounds noticed the 2nd engineer and released him. the master informed the vtis. the singapore coast guard boarded the vessel for investigation. all crew safe.",pirate_assaults,cargo_ship,xi,2015,03,20
6320,6335,-75.53333329981758,10.3999999996025,24,robbers,sailing yacht,"colombia: on 23 march, two robbers boarded a sailing yacht near position 10-24n 075-32w, club  nautico, cartagena. the owner of the yacht yelled a warning at the robbers, who jumped overboard to escape.",pirate_assaults,sailing_vessel,iv,2015,03,23
6321,6336,-3.99999999978405,5.249999999840611,57,robbers,refrigerated cargo ship,"ivory coast: on 25 march, four robbers boarded a berthed refrigerated cargo ship near position 05-15n   004-00 w, fishing port berth dnp 23, abidjan. the second officer on routine rounds noticed the padlock to the central store room missing. as he opened the door to investigate four robbers pushed him and escaped. one robber jumped overboard while the other three left the vessel by the gangway. the local security watch observed the situation, but did not take any action. alarm was raised, crew was mustered, and a search was carried out. a number of cartons had been removed from the cargo holds and lay ready to lower into a wooden boat. however, no cargo was stolen.",pirate_assaults,cargo_ship,ii,2015,03,25
6322,6337,48.3333333001682,5.0666667002709005,61,pirates,fishing boat,"somalia: on 23 march, an iranian-flagged fishing boat was reportedly hijacked while illegally fishing near ceel huur, in the mudug region of the country. initial reports suggested that local maritime police had arrested the illegal fishermen and impounded their vessel, but a senior official in the himan and heeb administration has denied their forces were involved.",pirate_assaults,fishing_vessel,viii,2015,03,23
6323,6338,107.183333299778,20.7166666999227,93,robbers,wood chip carrier,"vietnam: on 23 march, robbers boarded an anchored wood chip carrier near position 20-43n  107-11e, cailan outer anchorage. the robbers broke into the forward store room, stole ship's property and escaped unnoticed.",pirate_assaults,vessel,xi,2015,03,23
6324,6339,107.283333300411,20.6833333001284,93,robbers,bulk carrier,"vietnam: on 25 march, four robbers armed with knives boarded an anchored bulk carrier near position 20-41n 107-17e, 8.4 nm southeast of hon gai. when the duty officer raised the alarm, the robbers fled with some of the ship's stores. agent and port authorities were notified.",pirate_assaults,cargo_ship,xi,2015,03,25
6325,6340,91.7333332995932,22.0999999998909,63,robbers,tug boat,"bangladesh: on 12 march, armed robbers boarded an anchored tug near position 22-06n 091-44e,  chittagong anchorage and stole ship's stores and properties. the alarm was raised and crew mustered. as the crew approached the robbers, they threw stones at the crew resulting in the ship's master being injured. the robbers escaped with the stolen items in their boat. the ship's master sailed further away from the anchorage area.",pirate_assaults,tugboat,viii,2015,03,12
6326,6341,83.4166667000618,17.6333333001646,63,robbers,product tanker,"india: on 16 march, an unknown number of robbers boarded an anchored product tanker near position 17-38n 083-25e, visakhapatnam anchorage. the robbers stole ship's stores and escaped unnoticed. the theft was detected the next morning.",pirate_assaults,tanker,viii,2015,03,16
6327,6342,98.7499999997167,3.9333332998114705,71,robbers,bulk carrier,"indonesia: on 21 march, five robbers armed with a gun and knives boarded an anchored bulk carrier near position 03-56n 098-45e, belawan anchorage. they took hostage a duty crewman and tied him up. the robbers stole ship's stores from the paint locker and escaped. the crewman managed to untie himself and inform bridge who raised the alarm. crew mustered and a search was carried out.",pirate_assaults,cargo_ship,xi,2015,03,21
6328,6343,-38.6999999999169,-12.9833333001779,24,robbers,sailing yachts,"brazil: during the last week of march, there were two boardings of sailing yachts near position  12-59s 038-42w, ilha de itaparica. one boarding occurred during night hours while the other occurred during the day. four local individuals were reportedly arrested after the daylight boarding. it is unknown if they are responsible for other incidents in the area, to include a landside assault on the crew of a third sailing yacht during this time frame.",pirate_assaults,sailing_vessel,v,2015,03,31
6329,6344,-74.19999999971608,11.2666666999318,24,robbers,sailing yacht,"colombia: on 25 november, four robbers boarded an anchored sailing yacht in taganga bay near position 11-16n 074-12w. they assaulted the owners of the boat and stole money, electronics and other valuables before escaping.",pirate_assaults,sailing_vessel,iv,2015,11,25
6330,6345,5.99999999964007,3.99999999957538,57,pirates,cargo ship,"nigeria: on 26 november, pirates in two speedboats boarded the cyprus-flagged cargo ship szafir near position 04-00n 006-00e, 70 nm southwest of port harcourt. eleven crewmen managed to retreat and secure themselves in the engine room. the pirates kidnapped the ship's master and four other crewmen.",pirate_assaults,cargo_ship,ii,2015,11,26
6331,6346,11.8333333003368,-4.74999999958345,57,robbers,tug boat,"republic of the congo: on 01 december at 0400 lt near position 04-45s 011-50e, pointe noire anchorage, 3 persons in a boat approached and tried to board an anchored tug. an alert duty crewman directed the search light towards the boat. the alerted crew approached the person attempting to board the tug via the tire fender. upon seeing the alerted crew the persons moved away.",pirate_assaults,tugboat,ii,2015,12,01
6332,6347,115.45000000016701,9.08333329957333,93,pirates,fishing boat,"vietnam: on 26 november, five armed pirates boarded a vietnamese fishing boat anchored  approximately 30 nautical miles south of suoi ngoc island near position 09-05n 115-27e. during the boarding, a vietnamese fisherman was shot and killed while he was trying to cut the anchor line to help the fishing boat escape. it is unknown what country the  gunmen came from.",pirate_assaults,fishing_vessel,xi,2015,11,26
